,0,1
1221005,1,"@ashleigh92 i will haha :') you should just go home ;o haha, i love you baba  xxx"
659032,-1,so glad your back to your old self babe and i hope you stay this way if you dont im gone  this time for good
183491,-1,I was rite another wack uneventful nite....borde to fucking tears.....nite guys.....xoxo 
752563,-1,"i have summer school  whyyyyy?!?!?!?, my summer is ruined! "
725679,-1,Ok this bites already....tv and movies are getting old. Pneumonia sucks 
523403,-1,just woke upp  still so tired.  well im hoping to go to the mall;;tan;;and the fair tonight ! text meh babii.
1374346,1,@moinsdezero I'm gonna after this movie. I'll show you what it looks like when im done. 
949966,1,@saralduncan Thanks  I'm pretty stoked!
414676,-1,@stokez LMAO the hangover is a movie  but i am smoking cause i'm hella bored
1543911,1,I think I'm one of the only ppl in the world that loves Mondays...oh how I love Mondays 
870652,1,@JayeTaylor LOL!!! I wasnt talking bout that luv!! Ma&quot;am I was talking About You Being on ur Coffee high!! Caffine junkee!! LOL 
233415,-1,@iamidub lol Its in the works. It make take a while cause the person I want to design it is booked until Oct 
1190620,1,No BBQ here so reverting to grilling pork instead. 
770953,-1,ridin' to the airport   /sigh
1350247,1,"@VegasWalkinDude Well, rocking the mullet the way that you do, you are forgiven. "
718357,-1,@amandapetrocco HEY SMELLY AM I DOING THIS RIGHT? 
352928,-1,Going for a little sleep....can't keep my eyes open 
969118,1,@AllTimeCassie BAHAHAHA! i fucking love it. no lie. 
82894,-1,arrrrrr fuck so many things r pissing me off today 
1425768,1,@christianaty Perhaps you were sleeping on the freeway? 
1188317,1,Victoria's House for Lab 
349523,-1,Great .. Now it's raining 
792595,-1,Missing the boyfriend. 
1586667,1,"@bradiewebbstack  oh my fkn god, i love supernatural!! i've seen all of season 4 before it came out on australian tv "
435057,-1,I'm bored now 
1416213,1,@realjennijones well you can come over tonight so it'll be good soon 
249984,-1,The lack of sleep from last night is now catching up with me! 
1115355,1,"Got my grades for spring semester and I'm happy to say that I officially have a 4.0 for the entire year, HELL YEAH  *does a little dance*"
255259,-1,I hate pain.. 
519225,-1,@lizscherer they're streaming now at http://www.140conf.com/watch via RayV applet (HD). *note: I'm getting loads of &quot;buffering&quot; 
1491102,1,"@keith_johnson The link I posted takes you to footage of the old Art Linkletter show, which I remember quite well. I have his 1957 book "
292680,-1,@ohmisshaleyann #@$%^&amp;*%$#%&amp;86  call me immediately one of you guyss
340991,-1,"Nintendo showing Metroid's face in the debut trailer?! You've changed Ninty, you've changed "
422431,-1,Where is @tvrss 
1289154,1,"Coffee and Cake in Germany: 4.80 Euro.. finding a photo of your old man in bright canary yellow, stretchy tracksuit pants .. priceless "
105603,-1,@kattyakattya sad day  dallas is no fun
21083,-1,Twitter is evil. It has made me forget about Facebook and keeping in touch with good friends. Feel bad 
860669,1,@selenafan92 hey  please follow me 
1299687,1,Is goinj to buy the sims 3 
322280,-1,"how do u feel if ur bf will go far away but he acts like nothing's gonna happen? don't tell me,cuz' i know the answer.. "
838084,1,@tweet0licious  thanks for the follow! 
1150392,1,mornin' sunshine 
815824,1,saturday  slept in and i really needed it! thinkin about some starbucks today!
1400955,1,@Jason25329 next fall. I'm taking a year off 
1019608,1,@addicted2emmett I'm watching Penny Dreadful.  Yes it is.
1320031,1,hello everyone  i was away for work in in spain but now i am back - hope you are all well and happy
732526,-1,this was a really good day.  and then a really really bad day.  and that's always worse.  because you just remember it as crap 
58000,-1,"Is there any way to get in_reply_to details in the search API? If not, this project just became substantially more annoying. "
804253,1,@aLmahh hahaha yeah! That's what ozzy said 
1345835,1,@smoothdesigner It's amazing.  I'm so glad it's summer though.
630229,-1,"God! I slipped in the bath tub while takin a shower. Now, I got a big bruise on my knee. I'm putting ice on it right now "
1297512,1,"Poolside &lt;3, running, researching HWFAA  XXX"
115717,-1,@DavidRGarza They're not into Harry Potter? How sad. 
866921,1,"and tomorrow im going to make james a new photo album, im thinking Thomas the train, should be cool looking when im done  I love my babies"
121338,-1,@yeahitsmewhat yea imma workout to. N then I wanna tan but my meds say I can't b in da sun lik imma a retarded child!!  lol. I need a  ...
1589215,1,A happy #traveltuesday to all 
1254639,1,Jon just took me to an amazing Thai restraunt. I should be well rounded by October 
283667,-1,Stressing about the amount of money i spent whilst shopping!!!! ARGHH 
281863,-1,@plip @Exceptioneer seems to have stopped picking up my winforms exceptions again 
532985,-1,FML. chad michael murray is leaving oth .  i need ice cream for such horrible news
584027,-1,I'm at My Sister Graduation. I am hungry. This is so boring 
690218,-1,Such a tragic movie! 
168628,-1,going to the doctors 
34421,-1,Swamped! And lunchless. 
981972,1,@suchosch a postovne bych cekal dve kila ne? 
1329289,1,"@x__claireyy__x i think it'd be awesome, cause they would play songs that have never been played before! "
391198,-1,"@dragonfly311 thats the movie Michael was in, but they cut him "
586531,-1,Back from dinner with my sister-in-law to celebrate her anniversary by herself...my bro is off in the pacific somewhere 
355367,-1,"3rd trip to the beach this week, 2nd in the rain "
1575623,1,"Listening to Ne-YO closer, still a good song! "
1143806,1,@GuruOnSuccess 
1230367,1,Tweet and ReTweet were in a bout... Tweet fell out... Who was left? 
341863,-1,@Cocodmonkey Rookie Blues fail to make the grade... There's your headline 
1104645,1,"@Desmond_Ong bro, sure boleh... car sampai next week "
188656,-1,@nicksantino i wish i could go 
1532933,1,"@MacRtst Thank you, John! (I'm originally from Columbus, Ohio... which is where @edwardgel and I met... "
273374,-1,"umm... if Torchwood is premiering July 20, that is the week of Comic-Con !! FAIL "
1013179,1,"One exam left  2 weeks off and wtk tonight, good mood "
615832,-1,@Kaugomu not as much as i'd like to. lol.  and this trip was so dissapointing i think it will be awhile before i go back. 
996642,1,@freakinaris http://twitpic.com/5f87p - all together now &quot;awww&quot; haha they're cuddeling &amp; its adorable 
837168,1,@Padmasree Definately watching tonight! These movies only serve to inspire 
868694,1,@midderhonz i'm good.. off to buy an electric horse 
20073,-1,is feeling ill at work 
277767,-1,AAAAHHHHHHHHH! Tmr they having some sort of Sims gathering at Iluma. If only I could go. 
1527856,1,Feeling better? I don't think so! Better get some sleep and hope tomorrow is gonna be a better day 
154050,-1,My back already did hurt and I sort of fell of the stairs and now it's even worse 
153904,-1,@uniquefrequency I feel for them. Even our servers crashed when we launched the swine flu hitting sg news release! 
1535919,1,"@sassygirl4444 we have a publif holiday tommorow, so can take things easy! Hooray "
207888,-1,Watching a movie with ALL my favorite danish actors.. But I hate it.. The script is so bad that I think I'll find something else to watch 
241371,-1,Did not sleep well. Can't wait til B gets home. I miss him too much 
1466975,1,just got home from a very cold-awesome-two-night getaway at baguio philippines! wohoo!! 
884220,1,"@rkuang I like Steinway, Petrof and Yamaha as my top 3. Not necessarily in that order "
449010,-1,i miss my dad 
1169769,1,@sassydaisygrl welcome to attempting to figure out Twitter  hope moving is going well for ya!
1451507,1,"@careyathlete bro, hope you're doin well. Prayin forya mate  Godbless."
397770,-1,@piratescribe Sounds that way 
154565,-1,"@donnbh Me too, haven't been lucky of late. Keep putting back/losing  400g or so "
689576,-1,@jen1026 you know you'd do the same! You're gonna see them next week though! Fyi - I'm not going to muskegon after all. (Just milwaukee). 
669655,-1,@gillianre Haha exactly.. The guys will be hitting the stage shortly.. Wish we were there.. 
727093,-1,@officialcash64 Lol anything. I've only heard one song from you so far.  we've talked so much but have yet to meet. ::SMH::
320037,-1,@alliecarrie i miss it too  &quot;those were the best days of my life...&quot; muah!
1396939,1,mamma mia! abba music plays every weekend 
1385328,1,rjc chickened out and gave us a walk over. 18 points secured and i get to attend service early 
285997,-1,saw some poor kid have a seizure in aisle 6 at the grocery store today. 
1329323,1,"dear exams, i hate you. i &lt;3 atl. -nothing personal.  "
467980,-1,Omz is the cutest baby in the world! Miss her. 
819073,1,is with joey and ....people.  Joeyy&lt;333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333
1313499,1,@pcsketch that you do  So how goes your current project?
1259500,1,@xoBellexo haha.. it's all good. I'm just imagining it as being one giant YAY! 
830609,1,"is dressed and rearing to go.. wonder what today has in store, other than a lovely sunday lunch  first one in a VERY long time!"
177695,-1,its about to storm..soo much 4 goin out  ..ill just play on the net for awhile
534032,-1,@charlieskies aww  did you get my text before btw? if you did text back plz coz i have to go now lol.
415444,-1,"58 mails with 'Follow up' Label, 1000+ feeds to read - I need another vacation to get over this one! "
1309980,1,Relient K is rapping. Its fantastic. 
898382,1,@AlyssaBreton yup. They are gone 
213442,-1,@CSI_News  oh! doenst sound good 
1462358,1,Finally going to sleep. Have to be up at 9 to help my grandpa organize his ridiculously large book collection. Hope I get paid 
1414886,1,"@darthrami Total Eclipse started playing at CVS while I was just there, and I found myself singing the literal version under my breath. "
775819,-1,@breglez i cant see what the paper says 
497274,-1,@pedgehog In the end I was more creeped out by nearly every single dude in that movie than the &quot;dentata&quot; 
166462,-1,I really miss my phone  i cant wait till my new one comes 
654406,-1,At dans. I want some crap to eat!  Im proper boiling too!
416961,-1,what a bad day my phone main screen is weird and my ipod home button is screwed up  tomarow i have to do a final exam study packet =(
1509931,1,Is anyone in the mood to buy me Kathy Griffin tickets at the Van Wezel? 
1053826,1,@Hamza_DaKid check out www.tweetplate.com for free &amp; custom twitter backgrounds 
1581611,1,@johnson_tay Are you ready for the revolution in landing pages? 
934344,1,@michelleloverin RE:itunes suggestions michael johns from idol new single heart on my sleeve listen  www.myspace.com/michaeljohnsmusic
951606,1,"lolz, yesterday i tweeted the name katy perry like twice (without any @ or #) and today i got a new follower: @KatyPerry "
557048,-1,"Late night food. I really need to rest, super eye bags "
398788,-1,"@Equestrian90 ooc: He's such a git, isn't it? Poor @DionysusHornby! "
606054,-1,omg i can't believe i'm failing a subject 
1224709,1,maybe the first tweet should have been 'added new blog' 
1062402,1,@cybrojoker hahaha yeah its pretty cool. my ENTIRE back fence should be done today too.  its been broke for a while.
666088,-1,@anthony_Rox awww whats wroung buddikins 
30702,-1,Oh joy nodded off again now I'm running late 
946151,1,@christine_VEGAS Anytime! Glad to be of service to any fellow SF Giants fan. 
1071477,1,@vampireprncess thanks  i took it a while ago cuz i didnt have a good pic of myself for gmail so i just started taking a bunch
38577,-1,"up late,  can't sleep "
793394,-1,@Stagehouse oh my god! I didn't know. I'm so so sorry. Your Gabriel looked absolutely lovey and beautiful.   I am so sad for you...
546302,-1,i am still slightly upset that i wasn't invited thought. 
102953,-1,"@RyanSeacrest Can't believe Danny's gone! He's the best, by far. "
914003,1,My computer is back in business 
34898,-1,&quot;Empire of the Sun&quot; author dies; grey skies befittingly persist.  Wah 
742465,-1,"Happy Father's Day, wishing I was home to spend it with mine "
223621,-1,"I hate being stubborn, it is not helpful in any way at all.  That i am aware of... "
748661,-1,@trvsbrkr  so sad I wasn't over there 
1447855,1,@whoopywoo Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
1313299,1,"we keep up the rap for the days to come, our  rhymes will rise as the mornin sun "
